counter,product_name,price,url,star,rating,reviews
394,Lenovo Thinkpad Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) L14 Business Laptop,"₹78,980",https://www.flipkart.com/lenovo-thinkpad-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-pro-l14-business-laptop/p/itmd83a819632993?pid=COMFX5Z96CFFCZSH&lid=LSTCOMFX5Z96CFFCZSHI4WRQN&marketplace=FLIPKART&srno=s_17_394&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFX5Z96CFFCZSH.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,,,
395,Lenovo Ideapad 330 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 330-15IKB Laptop,"₹46,990",https://www.flipkart.com/lenovo-ideapad-330-core-i5-8th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-330-15ikb-laptop/p/itmf8fdmhehekgq9?pid=COMF8FDMUGYGCDEX&lid=LSTCOMF8FDMUGYGCDEXATHBNX&marketplace=FLIPKART&srno=s_17_395&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMF8FDMUGYGCDEX.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,4.2,"4,399 Ratings ", 559 Reviews
396,Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5501 Thin an...,"₹68,990",https://www.flipkart.com/dell-inspiron-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-5501-thin-light-laptop/p/itmff63af1ddd757?pid=COMFUZ3JECUUUC2W&lid=LSTCOMFUZ3JECUUUC2WL6LWMP&marketplace=FLIPKART&srno=s_17_396&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFUZ3JECUUUC2W.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,4.4,97 Ratings , 15 Reviews
397,Lenovo Ideapad Gaming 3 Core i5 - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,"₹78,948",https://www.flipkart.com/lenovo-ideapad-gaming-3-core-i5-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-nvidia-geforce-1650-ti-4gb-gddr6-15imh05d-laptop/p/itm9a75d9665a9ea?pid=COMFV8U7AUEKY4B5&lid=LSTCOMFV8U7AUEKY4B5RQ1TFD&marketplace=FLIPKART&srno=s_17_397&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFV8U7AUEKY4B5.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,,,
398,HP Envy x360 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) 13-AY0045AU 2 in 1 Laptop,"₹76,990",https://www.flipkart.com/hp-envy-x360-ryzen-5-hexa-core-4500u-8-gb-512-gb-ssd-windows-10-home-13-ay0045au-2-1-laptop/p/itmdfd559dab3a8b?pid=COMFU7ANZ9BVV5BK&lid=LSTCOMFU7ANZ9BVV5BKMNY2MB&marketplace=FLIPKART&srno=s_17_398&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFU7ANZ9BVV5BK.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,4.6,118 Ratings , 16 Reviews
399,Dell G5 15 SE Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/AMD Radeon RX ...,"₹89,990",https://www.flipkart.com/dell-g5-15-se-ryzen-7-octa-core-4800h-16-gb-512-gb-ssd-windows-10-home-6-graphics-amd-radeon-rx-5600m-120-hz-5505-gaming-laptop/p/itm0fed3e2c1000b?pid=COMFUUBMMPHHH4CH&lid=LSTCOMFUUBMMPHHH4CHTHLVJC&marketplace=FLIPKART&srno=s_17_399&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFUUBMMPHHH4CH.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,4.3,90 Ratings , 14 Reviews
400,Lenovo Core i5 10th Gen - (16 GB/1 TB HDD/Windows 10/NVIDIA GeForce GTX) 82AU004KIN Gaming Laptop,"₹83,399",https://www.flipkart.com/lenovo-core-i5-10th-gen-16-gb-1-tb-hdd-windows-10-nvidia-geforce-gtx-82au004kin-gaming-laptop/p/itmd78976c80fcf9?pid=COMFWNUAWGYG85ME&lid=LSTCOMFWNUAWGYG85ME3NAEK9&marketplace=FLIPKART&srno=s_17_400&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFWNUAWGYG85ME.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,,,
401,Dell Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 5491 2 in 1 Laptop,"₹49,990",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-5491-2-1-laptop/p/itm878c31b82f09f?pid=COMFR2Y3GYST8ADK&lid=LSTCOMFR2Y3GYST8ADKKKKS9D&marketplace=FLIPKART&srno=s_17_401&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFR2Y3GYST8ADK.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,4.3,162 Ratings , 31 Reviews
402,Lenovo Ideapad 3 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 81weideapad 3 15iil05 Laptop,"₹35,990",https://www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-81weideapad-15iil05-laptop/p/itme05cbe72d25d9?pid=COMFTPG2UJJYHYWC&lid=LSTCOMFTPG2UJJYHYWC2QQBIK&marketplace=FLIPKART&srno=s_17_402&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFTPG2UJJYHYWC.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,3.7,44 Ratings , 2 Reviews
403,Dell Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,"₹40,566",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3501-laptop/p/itm997ad4a2b302f?pid=COMFYZC5RJ2TH2ZZ&lid=LSTCOMFYZC5RJ2TH2ZZ0DCXCR&marketplace=FLIPKART&srno=s_17_403&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFYZC5RJ2TH2ZZ.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,,,
404,Apple MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH52HN/A,"₹1,09,900",https://www.flipkart.com/apple-macbook-air-core-i5-10th-gen-8-gb-512-gb-ssd-mac-os-catalina-mvh52hn-a/p/itmd325285690cc1?pid=COMFQXEGGGAUJVV9&lid=LSTCOMFQXEGGGAUJVV9ROSHOW&marketplace=FLIPKART&srno=s_17_404&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFQXEGGGAUJVV9.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,4.5,247 Ratings , 18 Reviews
405,Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) E14 Thin and Light Laptop,"₹37,990",https://www.flipkart.com/lenovo-thinkpad-e14-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-thin-light-laptop/p/itm4cbea1bb9bcc9?pid=COMFUGF8JKY96JMD&lid=LSTCOMFUGF8JKY96JMDMXSTAM&marketplace=FLIPKART&srno=s_17_405&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFUGF8JKY96JMD.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,3.9,608 Ratings , 115 Reviews
406,HP 14a Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na0002TU Thin and Light Laptop,"₹26,990",https://www.flipkart.com/hp-14a-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-14a-na0002tu-thin-light-laptop/p/itm04b4752804ffa?pid=COMFVNK6BRCJSH6R&lid=LSTCOMFVNK6BRCJSH6RQJTARV&marketplace=FLIPKART&srno=s_17_406&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFVNK6BRCJSH6R.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,3.7,6 Ratings , 1 Reviews
407,Dell Inspiron Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3593 Laptop,"₹37,990",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-3593-laptop/p/itm8e18877864fd7?pid=COMFUZ3JBNMARZEE&lid=LSTCOMFUZ3JBNMARZEESXCQAD&marketplace=FLIPKART&srno=s_17_407&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFUZ3JBNMARZEE.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,3.9,193 Ratings , 21 Reviews
408,Apple MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTL2HN/A,"₹92,990",https://www.flipkart.com/apple-macbook-air-core-i3-10th-gen-8-gb-256-gb-ssd-mac-os-catalina-mwtl2hn-a/p/itm516881161712d?pid=COMFRHF4QMAJSH7F&lid=LSTCOMFRHF4QMAJSH7FSPCHCR&marketplace=FLIPKART&srno=s_17_408&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=9e6f42f1-727f-453e-b283-9709e8b42289.COMFRHF4QMAJSH7F.SEARCH&ssid=bse7qp55xc0000001612686407101&qH=c06ea84a1e3dc3c6,4.6,285 Ratings , 31 Reviews
409,Apple MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTK2HN/A,"₹92,990",https://www.flipkart.com/apple-macbook-air-core-i3-10th-gen-8-gb-256-gb-ssd-mac-os-catalina-mwtk2hn-a/p/itmee1901efe34ee?pid=COMFQXEG7TW4VRFW&lid=LSTCOMFQXEG7TW4VRFWHJJBNL&marketplace=FLIPKART&srno=s_18_409&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFQXEG7TW4VRFW.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.6,682 Ratings , 87 Reviews
410,Dell Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3593 Laptop,"₹41,990",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-3593-laptop/p/itm971673f82c423?pid=COMFWP5CX56USP8U&lid=LSTCOMFWP5CX56USP8U2O7AIU&marketplace=FLIPKART&srno=s_18_410&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFWP5CX56USP8U.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,3.9,42 Ratings , 1 Reviews
411,Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S340-1...,"₹62,990",https://www.flipkart.com/lenovo-ideapad-s340-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-2-graphics-s340-15iil-thin-light-laptop/p/itm92c936c9447e0?pid=COMFNXKSMWYAPPH8&lid=LSTCOMFNXKSMWYAPPH8IYHV7T&marketplace=FLIPKART&srno=s_18_411&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFNXKSMWYAPPH8.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.2,149 Ratings , 24 Reviews
412,Vaio E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN006P Thin and Light ...,"₹49,990",https://www.flipkart.com/vaio-e-series-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-ne15v2in006p-thin-light-laptop/p/itmff04b93994031?pid=COMFWXWJMTRWR9CB&lid=LSTCOMFWXWJMTRWR9CBXTMCJM&marketplace=FLIPKART&srno=s_18_412&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFWXWJMTRWR9CB.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.3,96 Ratings , 25 Reviews
413,Acer Swift 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-57G-59RE Thin an...,"₹59,990",https://www.flipkart.com/acer-swift-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-sf314-57g-59re-thin-light-laptop/p/itm1fd5f234ec5f3?pid=COMFZEYHH3ZX5ZMD&lid=LSTCOMFZEYHH3ZX5ZMD0DYWYQ&marketplace=FLIPKART&srno=s_18_413&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFZEYHH3ZX5ZMD.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,,,
414,Avita Liber Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A8INF541-UR Thin and Light Laptop,"₹52,990",https://www.flipkart.com/avita-liber-core-i5-10th-gen-8-gb-256-gb-ssd-windows-10-home-ns14a8inf541-ur-thin-light-laptop/p/itm2c729cacd49a8?pid=COMFTYWYFNAZ2ZHF&lid=LSTCOMFTYWYFNAZ2ZHFOCZRVH&marketplace=FLIPKART&srno=s_18_414&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFTYWYFNAZ2ZHF.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.3,927 Ratings , 157 Reviews
415,Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/NVIDIA GeForce GTX) 82AU004RIN Gaming L...,"₹1,04,990",https://www.flipkart.com/lenovo-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-nvidia-geforce-gtx-82au004rin-gaming-laptop/p/itm3d0a5ddc71d9c?pid=COMFWZF7ZQSXQNPF&lid=LSTCOMFWZF7ZQSXQNPFOT71KQ&marketplace=FLIPKART&srno=s_18_415&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFWZF7ZQSXQNPF.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,,,
416,Avita Magus Lite Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) NS12T5IN006P 2 in 1 Lap...,"₹17,990",https://www.flipkart.com/avita-magus-lite-celeron-dual-core-4-gb-64-gb-emmc-storage-windows-10-home-ns12t5in006p-2-1-laptop/p/itmfb37e90fe9f5a?pid=COMFP5TFXBAUYQTT&lid=LSTCOMFP5TFXBAUYQTTYKMJCC&marketplace=FLIPKART&srno=s_18_416&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFP5TFXBAUYQTT.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,3.9,"2,400 Ratings ", 386 Reviews
417,Asus ROG Strix G15 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX...,"₹93,990",https://www.flipkart.com/asus-rog-strix-g15-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-ti-144-hz-g512li-hn085t-gaming-laptop/p/itma045e09e44af6?pid=COMFT8GXH89GATFZ&lid=LSTCOMFT8GXH89GATFZTV0PA5&marketplace=FLIPKART&srno=s_18_417&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFT8GXH89GATFZ.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.5,117 Ratings , 21 Reviews
418,Asus VivoBook Ultra 14 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home) X413JA-EK278TS Thin and Ligh...,"₹61,990",https://www.flipkart.com/asus-vivobook-ultra-14-core-i5-10th-gen-8-gb-1-tb-ssd-windows-10-home-x413ja-ek278ts-thin-light-laptop/p/itm1f6b39aad882a?pid=COMFUXRETZHEZ85P&lid=LSTCOMFUXRETZHEZ85PRAIIDR&marketplace=FLIPKART&srno=s_18_418&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFUXRETZHEZ85P.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,,,
419,Avita Magus Lite Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) NS12T5IN008P 2 in 1 Lap...,"₹17,990",https://www.flipkart.com/avita-magus-lite-celeron-dual-core-4-gb-64-gb-emmc-storage-windows-10-home-ns12t5in008p-2-1-laptop/p/itmddce9238e6fc4?pid=COMFP5TF4HTWV6UH&lid=LSTCOMFP5TF4HTWV6UHWTXZF5&marketplace=FLIPKART&srno=s_18_419&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFP5TF4HTWV6UH.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,3.9,"2,400 Ratings ", 386 Reviews
420,Asus VivoBook Flip 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) TP412FA-EC372TS 2 in 1 Lapt...,"₹48,990",https://www.flipkart.com/asus-vivobook-flip-14-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-tp412fa-ec372ts-2-1-laptop/p/itm29a145a9e980e?pid=COMFSKF9FP9WZDAZ&lid=LSTCOMFSKF9FP9WZDAZJURLIE&marketplace=FLIPKART&srno=s_18_420&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFSKF9FP9WZDAZ.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.3,138 Ratings , 26 Reviews
421,Avita Liber V14 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NS14A8INV562-ABA Thin and ...,"₹38,990",https://www.flipkart.com/avita-liber-v14-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-ns14a8inv562-aba-thin-light-laptop/p/itm543d953ce5684?pid=COMFVFDQRVKSCG9G&lid=LSTCOMFVFDQRVKSCG9GOEULSL&marketplace=FLIPKART&srno=s_18_421&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFVFDQRVKSCG9G.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.2,391 Ratings , 89 Reviews
422,Acer Swift 3 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) SF314-59-524M Thin and Light Laptop,"₹66,990",https://www.flipkart.com/acer-swift-3-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-sf314-59-524m-thin-light-laptop/p/itmc259509d312c1?pid=COMFWXXFRHHZ27H5&lid=LSTCOMFWXXFRHHZ27H5BYTD5L&marketplace=FLIPKART&srno=s_18_422&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFWXXFRHHZ27H5.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.1,14 Ratings , 2 Reviews
423,Asus ROG Strix Scar 17 Core i9 10th Gen - (32 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce...,"₹2,75,490",https://www.flipkart.com/asus-rogstrixscar-17-core-i9-10th-gen-32-gb-2-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2080-super-300-hz-g732lxs-hg059t-gaming-laptop/p/itm13ed7d42ff172?pid=COMFUZ3J9D8UF4TG&lid=LSTCOMFUZ3J9D8UF4TGKHG1C7&marketplace=FLIPKART&srno=s_18_423&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFUZ3J9D8UF4TG.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,,,
424,Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15IIL05 Laptop,"₹69,890",https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15iil05-laptop/p/itmb6315d9c77e4a?pid=COMFS9YWZWTBGXMY&lid=LSTCOMFS9YWZWTBGXMYBYM4L0&marketplace=FLIPKART&srno=s_18_424&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFS9YWZWTBGXMY.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.3,32 Ratings , 2 Reviews
425,Asus ROG Zephyrus G Ryzen 7 Quad Core 3750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA G...,"₹84,990",https://www.flipkart.com/asus-rog-zephyrus-g-ryzen-7-quad-core-3750h-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660-ti-max-q-design-240-hz-ga502du-az083t-gaming-laptop/p/itmd34cc6a3782f8?pid=COMFVD2WWUGHMMRR&lid=LSTCOMFVD2WWUGHMMRRIA1A6U&marketplace=FLIPKART&srno=s_18_425&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFVD2WWUGHMMRR.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.1,15 Ratings , 1 Reviews
426,Dell Vostro Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Vostro 3491 Thin and Light Laptop,"₹37,490",https://www.flipkart.com/dell-vostro-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3491-thin-light-laptop/p/itm1a23c30f7b3c9?pid=COMFTZ8FAZQUCSQK&lid=LSTCOMFTZ8FAZQUCSQKZBFO3B&marketplace=FLIPKART&srno=s_18_426&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFTZ8FAZQUCSQK.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.3,"1,350 Ratings ", 186 Reviews
427,Lenovo T490 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) T490 Business Laptop,"₹1,09,999",https://www.flipkart.com/lenovo-t490-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-pro-business-laptop/p/itm2ce92f4753e6a?pid=COMFSTFYZ3GVAEZH&lid=LSTCOMFSTFYZ3GVAEZHD8GDY8&marketplace=FLIPKART&srno=s_18_427&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFSTFYZ3GVAEZH.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,,,
428,Dell Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3593 Laptop,"₹42,700",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-3593-laptop/p/itm1a0efbb5fb78b?pid=COMFTP97VUX8EYMV&lid=LSTCOMFTP97VUX8EYMVYAEBPG&marketplace=FLIPKART&srno=s_18_428&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=4e1114e2-2ba6-4c37-8ba9-80d005463e10.COMFTP97VUX8EYMV.SEARCH&ssid=hpyx87sck00000001612686408043&qH=c06ea84a1e3dc3c6,4.2,491 Ratings , 55 Reviews
